id,title,author,text,label
250,Cure for cancer found using secret ancient herb,Olivia Walker,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
251,Celebrity claims to be time traveler from 3020,David Wilson,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
252,Celebrity claims to be time traveler from 3020,Laura Clark,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
253,Aliens spotted in downtown New York,Olivia Walker,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
254,New species of bird discovered in the Amazon rainforest,Michael Brown,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
255,Cure for cancer found using secret ancient herb,David Wilson,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
256,NASA discovers new exoplanet similar to Earth,Sarah Davis,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
257,Aliens spotted in downtown New York,Laura Clark,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
258,Government announces new healthcare reform,Laura Clark,Experts say the stock market growth is due to innovation in the technology sector.,0
259,Stock markets hit record highs amid tech boom,Laura Clark,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
260,NASA discovers new exoplanet similar to Earth,David Wilson,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
261,Local schools adopt AI-based learning programs,Emily Johnson,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
262,Cure for cancer found using secret ancient herb,Sarah Davis,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
263,Government hiding evidence of UFO crash,Emily Johnson,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
264,Stock markets hit record highs amid tech boom,David Wilson,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
265,Scientists confirm Earth is flat again,Olivia Walker,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
266,Celebrity claims to be time traveler from 3020,Sarah Davis,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
267,Local schools adopt AI-based learning programs,Emily Johnson,Schools are now integrating AI models to enhance personalized education for students.,0
268,New species of bird discovered in the Amazon rainforest,Sarah Davis,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
269,Celebrity claims to be time traveler from 3020,Emily Johnson,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
270,Aliens spotted in downtown New York,James Lewis,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
271,New species of bird discovered in the Amazon rainforest,Michael Brown,Experts say the stock market growth is due to innovation in the technology sector.,0
272,Cure for cancer found using secret ancient herb,Laura Clark,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
273,Government hiding evidence of UFO crash,Laura Clark,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
274,New species of bird discovered in the Amazon rainforest,David Wilson,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
275,Celebrity claims to be time traveler from 3020,Laura Clark,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
276,Government hiding evidence of UFO crash,Emily Johnson,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
277,Local schools adopt AI-based learning programs,John Smith,Experts say the stock market growth is due to innovation in the technology sector.,0
278,Government hiding evidence of UFO crash,James Lewis,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
279,Cure for cancer found using secret ancient herb,Olivia Walker,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
280,Aliens spotted in downtown New York,David Wilson,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
281,Cure for cancer found using secret ancient herb,Laura Clark,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
282,Local schools adopt AI-based learning programs,Olivia Walker,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
283,Celebrity claims to be time traveler from 3020,Sarah Davis,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
284,Scientists confirm Earth is flat again,Emily Johnson,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
285,Aliens spotted in downtown New York,Michael Brown,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
286,Local schools adopt AI-based learning programs,David Wilson,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
287,New species of bird discovered in the Amazon rainforest,Michael Brown,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
288,Cure for cancer found using secret ancient herb,Sarah Davis,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
289,New species of bird discovered in the Amazon rainforest,John Smith,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
290,Government announces new healthcare reform,Laura Clark,Experts say the stock market growth is due to innovation in the technology sector.,0
291,Local schools adopt AI-based learning programs,David Wilson,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
292,New species of bird discovered in the Amazon rainforest,Sarah Davis,Experts say the stock market growth is due to innovation in the technology sector.,0
293,Scientists confirm Earth is flat again,Emily Johnson,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
